Gene symbol,Official name,tissue
TGFBR3,transforming growth factor beta receptor 3,both
THBS2,thrombospondin 2,both
THSD7A,thrombospondin type 1 domain containing 7A,both
TIMP2,TIMP metallopeptidase inhibitor 2,both
TIPARP,TCDD inducible poly(ADP-ribose) polymerase,both
TLNRD1,talin rod domain containing 1,both
TLR1,toll like receptor 1,both
TLR5,toll like receptor 5,both
TM6SF1,transmembrane 6 superfamily member 1,both
TMC8,transmembrane channel like 8,both
TMEM119,transmembrane protein 119,both
TMEM128,transmembrane protein 128,both
TMEM150C,transmembrane protein 150C,both
TMEM178A,transmembrane protein 178A,both
TMEM178B,transmembrane protein 178B,both
TMEM200C,transmembrane protein 200C,both
TMEM245,transmembrane protein 245,both
TMEM33,transmembrane protein 33,both
TNFAIP8,TNF alpha induced protein 8,both
TNFRSF11B,TNF receptor superfamily member 11b,both
TNFRSF1B,TNF receptor superfamily member 1B,both
TNFSF13B,TNF superfamily member 13b,both
TNNC1,troponin C1. slow skeletal and cardiac type,both
TNNC2,troponin C2. fast skeletal type,both
TNNI1,troponin I1. slow skeletal type,both
TNNT2,troponin T2. cardiac type,both
TOM1L2,target of myb1 like 2 membrane trafficking protein,both
TOP2A,DNA topoisomerase II alpha,both
TP53INP2,tumor protein p53 inducible nuclear protein 2,both
TPD52L1,TPD52 like 1,both
TPM1,tropomyosin 1,both
TPPP3,tubulin polymerization promoting protein family member 3,both
TRAF3IP2,TRAF3 interacting protein 2,both
TRAM1,translocation associated membrane protein 1,both
TSC22D3,TSC22 domain family member 3,both
TSPAN1,tetraspanin 1,both
TSPAN2,tetraspanin 2,both
TTC32,tetratricopeptide repeat domain 32,both
TTC39A,tetratricopeptide repeat domain 39A,both
TUBB,tubulin beta class I,both
TUBB2A,tubulin beta 2A class IIa,both
TWF2,twinfilin actin binding protein 2,both
TYRO3,TYRO3 protein tyrosine kinase,both
UBE2M,ubiquitin conjugating enzyme E2 M,both
UBE2Q1,ubiquitin conjugating enzyme E2 Q1,both
UBR4,ubiquitin protein ligase E3 component n-recognin 4,both
UCP2,uncoupling protein 2,both
ULK1,unc-51 like autophagy activating kinase 1,both
VAMP2,vesicle associated membrane protein 2,both
VAT1,vesicle amine transport 1,both
VCAM1,vascular cell adhesion molecule 1,both
VCAN,versican,both
VEGFA,vascular endothelial growth factor A,both
VPS35,VPS35. retromer complex component,both
VSIG4,V-set and immunoglobulin domain containing 4,both
VSIG8,V-set and immunoglobulin domain containing 8,both
VWA5A,von Willebrand factor A domain containing 5A,both
VWF,von Willebrand factor,both
WASL,Wiskott-Aldrich syndrome like,both
WEE1,WEE1 G2 checkpoint kinase,both
WFDC2,WAP four-disulfide core domain 2,both
WNT2B,Wnt family member 2B,both
WT1,Wilms tumor 1,both
XKR4,XK related 4,both
XYLT1,xylosyltransferase 1,both
YRDC,yrdC N6-threonylcarbamoyltransferase domain containing,both
ZADH2,zinc binding alcohol dehydrogenase domain containing 2,both
ZAP70,zeta chain of T cell receptor associated protein kinase 70,both
ZBTB10,zinc finger and BTB domain containing 10,both
ZBTB21,zinc finger and BTB domain containing 21,both
ZBTB46,zinc finger and BTB domain containing 46,both
ZBTB7C,zinc finger and BTB domain containing 7C,both
ZC3H12A,zinc finger CCCH-type containing 12A,both
ZC3H6,zinc finger CCCH-type containing 6,both
ZC3HAV1,zinc finger CCCH-type containing. antiviral 1,both
ZCCHC3,zinc finger CCHC-type containing 3,both
ZDHHC6,zinc finger DHHC-type containing 6,both
ZFAND2A,zinc finger AN1-type containing 2A,both
ZFAND5,zinc finger AN1-type containing 5,both
ZFP36,ZFP36 ring finger protein,both
ZFP36L1,ZFP36 ring finger protein like 1,both
ZFP36L2,ZFP36 ring finger protein like 2,both
ZNF513,zinc finger protein 513,both
ZNF703,zinc finger protein 703,both
ZSWIM6,zinc finger SWIM-type containing 6,both
A1CF,APOBEC1 complementation factor,tub
A2M,alpha-2-macroglobulin,tub
AADACL4,arylacetamide deacetylase like 4,glom
AARS,alanyl-tRNA synthetase,glom
AASS,aminoadipate-semialdehyde synthase,tub
AATK,apoptosis associated tyrosine kinase,tub
ABAT,4-aminobutyrate aminotransferase,tub
ABCA1,ATP binding cassette subfamily A member 1,glom
ABCA3,ATP binding cassette subfamily A member 3,tub
ABCA5,ATP binding cassette subfamily A member 5,tub
ABCA6,ATP binding cassette subfamily A member 6,tub
ABCA7,ATP binding cassette subfamily A member 7,tub
ABCA8,ATP binding cassette subfamily A member 8,tub
ABCA9,ATP binding cassette subfamily A member 9,tub
ABCB10,ATP binding cassette subfamily B member 10,tub
ABCC1,ATP binding cassette subfamily C member 1,tub
ABCC10,ATP binding cassette subfamily C member 10,tub
ABCC2,ATP binding cassette subfamily C member 2,tub
ABCC3,ATP binding cassette subfamily C member 3,glom
ABCC6,ATP binding cassette subfamily C member 6,tub
ABCD3,ATP binding cassette subfamily D member 3,tub
ABHD10,abhydrolase domain containing 10,tub
ABHD13,abhydrolase domain containing 13,tub
ABHD14A,abhydrolase domain containing 14A,tub
ABHD14B,abhydrolase domain containing 14B,tub
ABHD17B,abhydrolase domain containing 17B,tub
ABHD18,abhydrolase domain containing 18,tub
ABHD2,abhydrolase domain containing 2,glom
ABHD3,abhydrolase domain containing 3,tub
ABI3,ABI family member 3,tub
ABLIM2,actin binding LIM protein family member 2,glom
ABLIM3,actin binding LIM protein family member 3,glom
ABR,ABR. RhoGEF and GTPase activating protein,tub
ABRA,actin binding Rho activating protein,tub
ABTB2,ankyrin repeat and BTB domain containing 2,tub
ACAD8,acyl-CoA dehydrogenase family member 8,tub
ACADL,acyl-CoA dehydrogenase long chain,tub
ACADM,acyl-CoA dehydrogenase medium chain,tub
ACADSB,acyl-CoA dehydrogenase short/branched chain,tub
ACAP1,ArfGAP with coiled-coil. ankyrin repeat and PH domains 1,tub
ACAT1,acetyl-CoA acetyltransferase 1,tub
ACBD4,acyl-CoA binding domain containing 4,tub
ACE,angiotensin I converting enzyme,tub
ACE2,angiotensin I converting enzyme 2,tub
ACKR1,atypical chemokine receptor 1 (Duffy blood group),tub
ACKR3,atypical chemokine receptor 3,tub
ACKR4,atypical chemokine receptor 4,tub
ACMSD,aminocarboxymuconate semialdehyde decarboxylase,tub
ACOT11,acyl-CoA thioesterase 11,tub
ACOT12,acyl-CoA thioesterase 12,tub
ACOT13,acyl-CoA thioesterase 13,tub
ACOT4,acyl-CoA thioesterase 4,tub
ACOT6,acyl-CoA thioesterase 6,tub
ACOT8,acyl-CoA thioesterase 8,tub
ACOX1,acyl-CoA oxidase 1,tub
ACP1,acid phosphatase 1,tub
ACSF2,acyl-CoA synthetase family member 2,tub
ACSL5,acyl-CoA synthetase long chain family member 5,tub
ACSM1,acyl-CoA synthetase medium chain family member 1,tub
ACSM5,acyl-CoA synthetase medium chain family member 5,tub
ACSS2,acyl-CoA synthetase short chain family member 2,tub
ACSS3,acyl-CoA synthetase short chain family member 3,tub
ACTB,actin beta,glom
ACTL6A,actin like 6A,tub
ACTN2,actinin alpha 2,tub
ACTR2,ARP2 actin related protein 2 homolog,tub
ACTR3,ARP3 actin related protein 3 homolog,tub
ACVR1,activin A receptor type 1,tub
ACVR1C,activin A receptor type 1C,tub
ACVRL1,activin A receptor like type 1,tub
ACY1,aminoacylase 1,tub
ACY3,aminoacylase 3,tub
ADA2,adenosine deaminase 2,tub
ADAL,adenosine deaminase like,tub
ADAM12,ADAM metallopeptidase domain 12,tub
ADAM15,ADAM metallopeptidase domain 15,tub
ADAM17,ADAM metallopeptidase domain 17,tub
ADAM19,ADAM metallopeptidase domain 19,tub
ADAM28,ADAM metallopeptidase domain 28,tub
ADAM8,ADAM metallopeptidase domain 8,tub
ADAMTS10,ADAM metallopeptidase with thrombospondin type 1 motif 10,tub
ADAMTS12,ADAM metallopeptidase with thrombospondin type 1 motif 12,tub
ADAMTS16,ADAM metallopeptidase with thrombospondin type 1 motif 16,tub
ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17,tub
ADAMTS19,ADAM metallopeptidase with thrombospondin type 1 motif 19,glom
ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2,tub
ADAMTS3,ADAM metallopeptidase with thrombospondin type 1 motif 3,tub
ADAMTS4,ADAM metallopeptidase with thrombospondin type 1 motif 4,tub
ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5,tub
ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7,tub
ADAMTS8,ADAM metallopeptidase with thrombospondin type 1 motif 8,tub
ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,glom
ADAMTSL3,ADAMTS like 3,tub
ADAMTSL5,ADAMTS like 5,tub
ADCY2,adenylate cyclase 2,tub
ADCY3,adenylate cyclase 3,tub
ADCY4,adenylate cyclase 4,tub
ADCY7,adenylate cyclase 7,tub
ADCY9,adenylate cyclase 9,tub
ADGRA2,adhesion G protein-coupled receptor A2,tub
ADGRB2,adhesion G protein-coupled receptor B2,tub
ADGRE2,adhesion G protein-coupled receptor E2,tub
ADGRE5,adhesion G protein-coupled receptor E5,tub
ADGRF5,adhesion G protein-coupled receptor F5,tub
ADGRG2,adhesion G protein-coupled receptor G2,tub
ADGRG6,adhesion G protein-coupled receptor G6,tub
ADGRV1,adhesion G protein-coupled receptor V1,tub
ADH4,alcohol dehydrogenase 4 (class II). pi polypeptide,tub
ADH6,alcohol dehydrogenase 6 (class V),tub
ADHFE1,alcohol dehydrogenase. iron containing 1,tub
ADI1,acireductone dioxygenase 1,tub
ADIPOR1,adiponectin receptor 1,tub
ADK,adenosine kinase,tub
ADM,adrenomedullin,tub
ADNP2,ADNP homeobox 2,tub
ADORA1,adenosine A1 receptor,tub
ADPRH,ADP-ribosylarginine hydrolase,tub
ADRA1B,adrenoceptor alpha 1B,tub
ADRA2A,adrenoceptor alpha 2A,tub
ADRB2,adrenoceptor beta 2,tub
ADSL,adenylosuccinate lyase,glom
ADSSL1,adenylosuccinate synthase like 1,tub
AEBP2,AE binding protein 2,tub
AFAP1,actin filament associated protein 1,tub
AFAP1L1,actin filament associated protein 1 like 1,tub
AFF3,AF4/FMR2 family member 3,tub
AFF4,AF4/FMR2 family member 4,tub
AFM,afamin,tub
AFMID,arylformamidase,tub
AFP,alpha fetoprotein,tub
AFTPH,aftiphilin,tub
AGA,aspartylglucosaminidase,glom
AGAP3,ArfGAP with GTPase domain. ankyrin repeat and PH domain 3,glom
AGMAT,agmatinase,tub
AGO4,argonaute 4. RISC catalytic component,tub
AGR2,anterior gradient 2. protein disulphide isomerase family member,tub
AGR3,anterior gradient 3. protein disulphide isomerase family member,tub
AGRP,agouti related neuropeptide,tub
AGTR1,angiotensin II receptor type 1,tub
AGXT,alanine--glyoxylate and serine--pyruvate aminotransferase,tub
AHCY,adenosylhomocysteinase,tub
AHCYL1,adenosylhomocysteinase like 1,tub
AHDC1,AT-hook DNA binding motif containing 1,glom
AHI1,Abelson helper integration site 1,glom
AHNAK,AHNAK nucleoprotein,tub
AHR,aryl hydrocarbon receptor,tub
AIF1,allograft inflammatory factor 1,glom
AIF1L,allograft inflammatory factor 1 like,glom
AIFM1,apoptosis inducing factor mitochondria associated 1,glom
AIG1,androgen induced 1,tub
AK1,adenylate kinase 1,tub
AK2,adenylate kinase 2,tub
AK3,adenylate kinase 3,tub
AK4,adenylate kinase 4,tub
AKAP11,A-kinase anchoring protein 11,glom
AKAP3,A-kinase anchoring protein 3,tub
AKAP5,A-kinase anchoring protein 5,tub
AKIRIN1,akirin 1,tub
AKNA,AT-hook transcription factor,tub
AKR1A1,aldo-keto reductase family 1 member A1,tub
AKR1B1,aldo-keto reductase family 1 member B,tub
AKR1B10,aldo-keto reductase family 1 member B10,tub
AKR7A2,aldo-keto reductase family 7 member A2,tub
AKR7A3,aldo-keto reductase family 7 member A3,tub
AKR7L,aldo-keto reductase family 7 like (gene/pseudogene),tub
AKT1,AKT serine/threonine kinase 1,glom
AKT2,AKT serine/threonine kinase 2,glom
ALAD,aminolevulinate dehydratase,tub
ALAS1,5'-aminolevulinate synthase 1,glom
ALB,albumin,tub
ALDH1A1,aldehyde dehydrogenase 1 family member A1,glom
ALDH1A3,aldehyde dehydrogenase 1 family member A3,tub
ALDH1L1,aldehyde dehydrogenase 1 family member L1,tub
ALDH1L2,aldehyde dehydrogenase 1 family member L2,tub
ALDH2,aldehyde dehydrogenase 2 family member,tub
ALDH3A2,aldehyde dehydrogenase 3 family member A2,tub
ALDH3B1,aldehyde dehydrogenase 3 family member B1,tub
ALDH3B2,aldehyde dehydrogenase 3 family member B2,tub
ALDH4A1,aldehyde dehydrogenase 4 family member A1,tub
ALDH5A1,aldehyde dehydrogenase 5 family member A1,tub
ALDH6A1,aldehyde dehydrogenase 6 family member A1,tub
ALDH7A1,aldehyde dehydrogenase 7 family member A1,tub
ALDH9A1,aldehyde dehydrogenase 9 family member A1,tub
ALDOB,aldolase. fructose-bisphosphate B,tub
ALDOC,aldolase. fructose-bisphosphate C,glom
ALG1,ALG1. chitobiosyldiphosphodolichol beta-mannosyltransferase,glom
ALG13,ALG13. UDP-N-acetylglucosaminyltransferase subunit,tub
ALG2,ALG2. alpha-1.3/1.6-mannosyltransferase,glom
ALG3,ALG3. alpha-1.3- mannosyltransferase,glom
ALKAL2,ALK and LTK ligand 2,tub
ALKBH1,alkB homolog 1. histone H2A dioxygenase,tub
ALKBH7,alkB homolog 7,tub
ALMS1,ALMS1. centrosome and basal body associated protein,tub
ALOX5AP,arachidonate 5-lipoxygenase activating protein,tub
ALPI,alkaline phosphatase. intestinal,tub
ALPK1,alpha kinase 1,tub
ALPK2,alpha kinase 2,tub
ALPL,alkaline phosphatase. biomineralization associated,tub
AMACR,alpha-methylacyl-CoA racemase,glom
AMD1,adenosylmethionine decarboxylase 1,tub
AMDHD1,amidohydrolase domain containing 1,tub
AMIGO2,adhesion molecule with Ig like domain 2,glom
AMMECR1,Alport syndrome. mental retardation. midface hypoplasia and elliptocytosis chromosomal region gene 1,tub
AMN1,antagonist of mitotic exit network 1 homolog,tub
AMOTL1,angiomotin like 1,tub
AMT,aminomethyltransferase,tub
AMZ2,archaelysin family metallopeptidase 2,tub
ANAPC10,anaphase promoting complex subunit 10,tub
ANAPC11,anaphase promoting complex subunit 11,tub
ANAPC13,anaphase promoting complex subunit 13,tub
ANAPC16,anaphase promoting complex subunit 16,glom
ANAPC4,anaphase promoting complex subunit 4,tub
ANG,angiogenin,tub
ANGPT2,angiopoietin 2,tub
ANGPTL2,angiopoietin like 2,tub
ANGPTL4,angiopoietin like 4,tub
ANK1,ankyrin 1,tub
ANKDD1A,ankyrin repeat and death domain containing 1A,tub
ANKIB1,ankyrin repeat and IBR domain containing 1,tub
ANKRD11,ankyrin repeat domain 11,glom
ANKRD12,ankyrin repeat domain 12,glom
ANKRD2,ankyrin repeat domain 2,tub
ANKRD24,ankyrin repeat domain 24,tub
ANKRD29,ankyrin repeat domain 29,tub
ANKRD36,ankyrin repeat domain 36,tub
ANKRD36B,ankyrin repeat domain 36B,glom
ANKRD37,ankyrin repeat domain 37,tub
ANKRD40,ankyrin repeat domain 40,tub
ANKRD44,ankyrin repeat domain 44,tub
ANKRD45,ankyrin repeat domain 45,tub
ANKRD46,ankyrin repeat domain 46,tub
ANKRD65,ankyrin repeat domain 65,glom
ANKRD9,ankyrin repeat domain 9,tub
ANKS3,ankyrin repeat and sterile alpha motif domain containing 3,tub
ANKS4B,ankyrin repeat and sterile alpha motif domain containing 4B,tub
ANLN,anillin actin binding protein,tub
ANO1,anoctamin 1,tub
ANO9,anoctamin 9,tub
ANOS1,anosmin 1,tub
ANPEP,alanyl aminopeptidase. membrane,glom
ANTXR1,ANTXR cell adhesion molecule 1,tub
ANTXR2,ANTXR cell adhesion molecule 2,tub
ANXA1,annexin A1,tub
ANXA11,annexin A11,glom
ANXA2,annexin A2,tub
ANXA2R,annexin A2 receptor,tub
AOC1,amine oxidase. copper containing 1,tub
AP1AR,adaptor related protein complex 1 associated regulatory protein,tub
AP1G2,adaptor related protein complex 1 subunit gamma 2,tub
AP1M2,adaptor related protein complex 1 subunit mu 2,tub
AP1S2,adaptor related protein complex 1 subunit sigma 2,tub
AP2M1,adaptor related protein complex 2 subunit mu 1,tub
AP3M2,adaptor related protein complex 3 subunit mu 2,tub
AP3S2,adaptor related protein complex 3 subunit sigma 2,tub
AP4B1,adaptor related protein complex 4 subunit beta 1,tub
AP4M1,adaptor related protein complex 4 subunit mu 1,tub
AP4S1,adaptor related protein complex 4 subunit sigma 1,glom
AP5B1,adaptor related protein complex 5 subunit beta 1,tub
AP5Z1,adaptor related protein complex 5 subunit zeta 1,tub
APAF1,apoptotic peptidase activating factor 1,tub
APBB2,amyloid beta precursor protein binding family B member 2,glom
APEH,acylaminoacyl-peptide hydrolase,glom
APLP1,amyloid beta precursor like protein 1,glom
APMAP,adipocyte plasma membrane associated protein,tub
APOBEC3C,apolipoprotein B mRNA editing enzyme catalytic subunit 3C,tub
APOBEC3D,apolipoprotein B mRNA editing enzyme catalytic subunit 3D,tub
APOBEC3F,apolipoprotein B mRNA editing enzyme catalytic subunit 3F,tub
APOBEC3G,apolipoprotein B mRNA editing enzyme catalytic subunit 3G,tub
APOBR,apolipoprotein B receptor,tub
APOC3,apolipoprotein C3,tub
APOD,apolipoprotein D,glom
APOH,apolipoprotein H,tub
APOL1,apolipoprotein L1,tub
APOL2,apolipoprotein L2,tub
APOL3,apolipoprotein L3,tub
APOL4,apolipoprotein L4,tub
APOL6,apolipoprotein L6,tub
APOM,apolipoprotein M,tub
APOO,apolipoprotein O,tub
APOOL,apolipoprotein O like,tub
AQP1,aquaporin 1 (Colton blood group),tub
AQP11,aquaporin 11,tub
AQP5,aquaporin 5,tub
AR,androgen receptor,tub
ARFIP2,ADP ribosylation factor interacting protein 2,tub
